10346326,Robert Seydel: Book of Ruth,Robert Seydel,"Seydel, Robert",,979956250,9.78098E+12,0,4.55,Siglio,Paperback,152,2011,2011,,3/4/13,"on-our-shelf, chris-s","on-our-shelf (#669), chris-s (#6)",read,,,,,,,0
10278019,Entrance to a colonial pageant in which we all begin to intricate,Johannes Goransson,"Goransson, Johannes",,982541651,9.78098E+12,0,3.98,Tarpaulin Sky Press,Paperback,82,2011,2011,,3/4/13,"on-our-shelf, chris-s","on-our-shelf (#668), chris-s (#5)",read,,,,,,,0
13518965,"Dear Jenny, We Are All Find",Jenny Zhang,"Zhang, Jenny",,985118202,9.78099E+12,0,4.34,Octopus Books,Paperback,103,2012,2012,,3/4/13,"chris-s, on-our-shelf","chris-s (#4), on-our-shelf (#667)",read,,,,,,,0
13305951,Antigonick,Anne Carson,"Carson, Anne",Bianca Stone,811219577,9.78081E+12,0,4.25,New Directions,Hardcover,180,2012,2012,,3/4/13,"chris-s, on-our-shelf","chris-s (#3), on-our-shelf (#666)",read,,,,,,,0
15581,Ferdydurke,Witold Gombrowicz,"Gombrowicz, Witold",Danuta Borchardt,300082401,9.7803E+12,0,3.85,Yale University Press,Paperback,320,2000,1937,,3/4/13,"chris-s, on-our-shelf","chris-s (#2), on-our-shelf (#665)",read,,,,,,,0
6494070,The Short Stories of Henry James,Henry James,"James, Henry",Clifton Fadiman,,,0,4.29,Random House,Hardcover,644,1945,1908,,3/4/13,on-our-shelf,on-our-shelf (#663),read,,,,,,,0
4315527,Oxford American Writer's Thesaurus,Christine A. Lindberg,"Lindberg, Christine A.",Rick Moody,195342844,9.7802E+12,0,5,"Oxford University Press, USA",Hardcover,1052,2008,2008,,3/4/13,on-our-shelf,on-our-shelf (#662),read,,,,,,,0
85326,Of Grammatology,Jacques Derrida,"Derrida, Jacques",Gayatri Chakravorty Spivak,801858305,9.7808E+12,0,3.84,The Johns Hopkins University Press,Paperback,456,1998,1967,,3/4/13,"on-our-shelf, matts-thesis","on-our-shelf (#661), matts-thesis (#3)",read,,,,,,,0
398086,The Literary Guide to the Bible,Robert Alter,"Alter, Robert",Frank Kermode,674875311,9.78067E+12,0,3.79,Belknap Press,Paperback,696,1990,1987,,3/4/13,"matts-thesis, on-our-shelf","matts-thesis (#2), on-our-shelf (#660)",read,,,,,,,0
4339172,The Concise Oxford Dictionary,Judy Pearsall,"Pearsall, Judy",,198602596,9.7802E+12,0,4.5,Oxford University Press,Hardcover,1696,1999,1999,,3/4/13,on-our-shelf,on-our-shelf (#658),read,,,,,,,0
110795,Catechism of the Catholic Church,U.S. Catholic Church,"Church, U.S. Catholic","The Holy See, United States Conference of Catholic Bishops, Pope John Paul II, Catholic Church",385479670,9.78039E+12,0,4.29,Image,Paperback,864,1995,1992,,3/4/13,"on-our-shelf, matts-thesis","on-our-shelf (#659), matts-thesis (#1)",read,,,,,,,0
17479684,Language of the Lost & Found,Deborah Fried-Rubin,"Fried-Rubin, Deborah",,,9.78162E+12,0,0,Finishing Line Press,,30,2012,2012,,3/4/13,on-our-shelf,on-our-shelf (#657),read,,,,,,,0
142583,"Memory for Forgetfulness: August, Beirut, 1982",Mahmoud Darwish,"Darwish, Mahmoud",Ibrahim Muhawi,520087682,9.78052E+12,0,4.42,University of California Press,Paperback,182,1995,1995,,3/3/13,"d-jon-l, on-our-shelf","d-jon-l (#8), on-our-shelf (#656)",read,,,,,,,0
2233585,Ultimate Blogs: Masterworks from the Wild Web,Sarah Boxer,"Boxer, Sarah",,307278069,9.78031E+12,0,2.73,Vintage,Paperback,368,2008,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#655), d-spencer (#180)",read,,,,,,,0
1573703,Famine,Todd Komarnicki,"Komarnicki, Todd",,1559703652,9.78156E+12,0,3.12,Arcade Publishing,Hardcover,256,1997,1997,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#653), d-spencer (#178)",read,,,,,,,0
1319353,Altered Fates: The Genetic Re-engineering of Human Life,Jeff  Lyon,"Lyon, Jeff",,393315282,9.78039E+12,0,4.2,W. W. Norton & Company,Paperback,592,1996,1995,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#652), d-spencer (#177)",read,,,,,,,0
22207,Lullabies for Little Criminals,Heather O'Neill,"O'Neill, Heather",,60875070,9.78006E+12,0,3.88,Harper Perennial,Paperback,330,2006,2006,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#651), d-spencer (#176)",read,,,,,,,0
1650986,The Brains of Rats,Michael Blumlein,"Blumlein, Michael",,910489289,9.78091E+12,0,3.65,Scream Press,Library Binding,0,1990,1990,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#654), d-spencer (#179)",read,,,,,,,0
133793,Dead Man Walking,Helen Prejean,"Prejean, Helen",,679751319,9.78068E+12,0,4.02,Vintage,Paperback,288,1994,1993,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#650), d-spencer (#175)",read,,,,,,,0
124711,The Big Girls,Susanna Moore,"Moore, Susanna",,1400041902,9.7814E+12,0,3.05,Knopf,Hardcover,256,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#649), d-spencer (#174)",read,,,,,,,0
137321,Thomas Mann: Eros And Literature,Anthony Heilbut,"Heilbut, Anthony",,333674472,9.78033E+12,0,3.67,,,,,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#648), d-spencer (#173)",read,,,,,,,0
1110713,"Options: The Secret Life of Steve Jobs, A Parody",Daniel Lyons,"Lyons, Daniel",,306815842,9.78031E+12,0,3.67,Da Capo Press,Hardcover,256,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#647), d-spencer (#172)",read,,,,,,,0
72608,After the Affair: Healing the Pain and Rebuilding Trust When a Partner Has Been Unfaithful,Janis Abrahms Spring,"Spring, Janis Abrahms",Michael Spring,60928174,9.78006E+12,0,3.76,William Morrow Paperbacks,Paperback,304,1997,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#646), d-spencer (#171)",read,,,,,,,0
1334724,The Alphabet Man,Richard Grossman,"Grossman, Richard",,932511775,9.78093E+12,0,3.71,Fiction Collective 2,Paperback,443,1993,2011,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#645), d-spencer (#170)",read,,,,,,,0
2242223,Diary of a Blood Donor,Mati Unt,"Unt, Mati",,1564784967,9.78156E+12,0,3.42,Dalkey Archive Press,Paperback,212,2008,1990,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#644), d-spencer (#169)",read,,,,,,,0
914478,Rancid Aluminium,James Hawes,"Hawes, James",,99759713,9.7801E+12,0,2.87,,,,,1997,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#643), d-spencer (#168)",read,,,,,,,0
883995,Morality Play,Barry Unsworth,"Unsworth, Barry",,393315606,9.78039E+12,0,3.71,W. W. Norton & Company,Paperback,224,1996,1995,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#642), d-spencer (#167)",read,,,,,,,0
1023051,I Killed Hemingway,William McCranor Henderson,"Henderson, William McCranor",,3121192,9.78031E+12,0,3.34,St. Martin's Press,Hardcover,313,1993,1993,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#166), on-our-shelf (#641)",read,,,,,,,0
1358742,Milton In America,Peter Ackroyd,"Ackroyd, Peter",,749386258,9.78075E+12,0,3.25,Minerva,Paperback,276,1997,1986,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#640), d-spencer (#165)",read,,,,,,,0
30683,The Unbinding,Walter Kirn,"Kirn, Walter",,307277410,9.78031E+12,0,2.61,Anchor,Paperback,176,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#639), d-spencer (#164)",read,,,,,,,0
3498364,He is...I Say: How I Learned to Stop Worrying and Love Neil Diamond,David Wild,"Wild, David",,306817845,9.78031E+12,0,3.45,Da Capo Press,Hardcover,224,2008,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#638), d-spencer (#163)",read,,,,,,,0
342708,All Will Be Revealed,Robert Anthony Siegel,"Siegel, Robert Anthony",,1596922052,9.7816E+12,0,3.5,MacAdam/Cage Publishing,Hardcover,282,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#637), d-spencer (#162)",read,,,,,,,0
92555,The Pesthouse,Jim Crace,"Crace, Jim",,385520751,9.78039E+12,0,3.42,Nan A. Talese,Hardcover,272,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#636), d-spencer (#161)",read,,,,,,,0
328704,The Self Awakened: Pragmatism Unbound,Roberto Mangabeira Unger,"Unger, Roberto Mangabeira",,674023544,9.78067E+12,0,3.38,Harvard University Press,Hardcover,288,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#635), d-spencer (#160)",read,,,,,,,0
64582,Chaos: The Making of a New Science,James Gleick,"Gleick, James",,140092501,9.78014E+12,0,3.96,Penguin Books,Paperback,368,1988,1987,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#634), d-spencer (#159)",read,,,,,,,0
406810,Sick: The Untold Story of America's Health Care Crisis---and the People Who Pay the Price,Jonathan Cohn,"Cohn, Jonathan",,60580453,9.78006E+12,0,3.73,HarperCollins Publishers,Hardcover,320,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#633), d-spencer (#158)",read,,,,,,,0
80190,Neck Deep and Other Predicaments: Essays,Ander Monson,"Monson, Ander",,1555974597,9.78156E+12,0,3.87,Graywolf Press,Paperback,190,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#632), d-spencer (#157)",read,,,,,,,0
86485,Baby Love,Rebecca Walker,"Walker, Rebecca",,1594489432,9.78159E+12,0,3.23,Riverhead Hardcover,Hardcover,224,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#631), d-spencer (#156)",read,,,,,,,0
1076491,Guilty: Hollywood's Verdict on Arabs After 9/11,Jack G. Shaheen,"Shaheen, Jack G.",,1566566843,9.78157E+12,0,4.1,Olive Branch Press,Paperback,198,2008,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#630), d-spencer (#155)",read,,,,,,,0
433716,"Ha'penny (Small Change, #2)",Jo Walton,"Walton, Jo",,765318539,9.78077E+12,0,3.93,Tor Books,Hardcover,319,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#629), d-spencer (#154)",read,,,,,,,0
1094818,Wasted: Tales of a Gen X Drunk,Mark Gauvreau Judge,"Judge, Mark Gauvreau",,1568381425,9.78157E+12,0,2,Hazelden Publishing & Educational Services,Hardcover,250,1997,1997,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#628), d-spencer (#153)",read,,,,,,,0
682298,The Bird Woman: A Novel,Kerry Hardie,"Hardie, Kerry",,316076236,9.78032E+12,0,3.58,"Little, Brown and Company",Hardcover,384,2006,,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#627), d-spencer (#152)",read,,,,,,,0
595919,Damage Control: Why Everything You Know About Crisis Management Is Wrong,Eric Dezenhall,"Dezenhall, Eric",John Weber,1591841542,9.78159E+12,0,3.48,Portfolio Hardcover,Hardcover,224,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#626), d-spencer (#151)",read,,,,,,,0
212493,Yeats Is Dead!: A Mystery by 15 Irish Writers,Joseph O'Connor,"O'Connor, Joseph","Frank McCourt, Roddy Doyle, Conor McPherson, Gene Kerrigan, Gina Moxley, Marian Keyes, Anthony Cronin, Owen O'Neill, Hugo Hamilton, Charlie O'Neill, Tom Humphries, Donal O'Kelly, Pauline McLynn, Gerard Stembridge",375727566,9.78038E+12,0,3.44,Vintage,Paperback,259,2002,2001,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#625), d-spencer (#150)",read,,,,,,,0
6613,Four Blondes,Candace Bushnell,"Bushnell, Candace",,080213825X,9.7808E+12,0,2.61,Grove Press,Paperback,256,2001,2000,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#624), d-spencer (#149)",read,,,,,,,0
899886,Duchamp,Calvin Tomkins,"Tomkins, Calvin",,805057897,9.78081E+12,0,4.16,Holt Paperbacks,Paperback,560,1998,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#623), d-spencer (#148)",read,,,,,,,0
2159020,To Read or Not to Read: Answers to All Your Questions about Dyslexia,Daphne M. Hurford,"Hurford, Daphne M.",,684839504,9.78068E+12,0,2.67,Scribner Book Company,Hardcover,240,1998,1998,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#621), d-spencer (#146)",read,,,,,,,0
2855304,In Heaven Everything is Fine: The Unsolved Life of Peter Ivers and the Lost History of New Wave Theatre,Josh Frank,"Frank, Josh",Charlie Buckholtz,1416551204,9.78142E+12,0,3.72,Free Press,Hardcover,352,2008,2008,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#147), on-our-shelf (#622)",read,,,,,,,0
135049,Worst Fears,Fay Weldon,"Weldon, Fay",,871136821,9.78087E+12,0,3.28,Atlantic Monthly Press,Paperback,208,1997,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#620), d-spencer (#145)",read,,,,,,,0
60146,Behold the Man,Michael Moorcock,"Moorcock, Michael",,1585677647,9.78159E+12,0,3.78,Overlook TP,Paperback,124,2007,1969,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#619), d-spencer (#144)",read,,,,,,,0
1472136,Movies and the Moral Adventure of Life,Alan A. Stone,"Stone, Alan A.",,262195674,9.78026E+12,0,4.5,MIT Press (MA),Hardcover,,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#618), d-spencer (#143)",read,,,,,,,0
51942,Robert Cormier: Daring to Disturb the Universe,Patty Campbell,"Campbell, Patty",,385730462,9.78039E+12,0,3.89,Delacorte Books for Young Readers,Paperback,304,2011,2006,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#617), d-spencer (#142)",read,,,,,,,0
1889736,Journeys in Dream and Imagination,Artur Lundkvist,"Lundkvist, Artur",,941423670,9.78094E+12,0,4.5,Four Walls Eight Windows,Hardcover,129,1991,1984,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#616), d-spencer (#141)",read,,,,,,,0
1449588,Thinking About Magritte,Kate Sterns,"Sterns, Kate",,679412077,9.78068E+12,0,3.42,Pantheon,Hardcover,141,1992,1992,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#615), d-spencer (#140)",read,,,,,,,0
744432,Eat or Be Eaten!: Jungle Warfare for the Corporate Master Politician,Phil Porter,"Porter, Phil",,735201439,9.78074E+12,0,2,Prentice Hall Press,Paperback,256,2000,2000,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#614), d-spencer (#139)",read,,,,,,,0
270829,Sarajevo Blues,Semezdin Mehmedinovi€à,"Mehmedinovi€à, Semezdin",Ammiel Alcalay,087286345X,9.78087E+12,0,4.03,City Lights Publishers,Paperback,122,2001,,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#613), d-spencer (#138)",read,,,,,,,0
1761485,The Overnight,Ramsey Campbell,"Campbell, Ramsey",,765312999,9.78077E+12,0,2.8,Tor Books,Hardcover,400,2005,2003,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#612), d-spencer (#137)",read,,,,,,,0
1925852,The Entertainment Economy: How Mega-Media Forces Are Transforming Our Lives,Michael Wolf,"Wolf, Michael",,812930428,9.78081E+12,0,3.77,Crown Business,Hardcover,336,1999,1999,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#611), d-spencer (#136)",read,,,,,,,0
95378,Perv - A Love Story,Jerry Stahl,"Stahl, Jerry",,688177875,9.78069E+12,0,3.62,Harper Perennial,Paperback,342,2001,1999,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#610), d-spencer (#135)",read,,,,,,,0
84016,The Same River Twice,Alice Walker,"Walker, Alice",,671003771,9.78067E+12,0,3.74,Washington Square Press,Paperback,304,1997,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#609), d-spencer (#134)",read,,,,,,,0
16806424,"Grid, The: A Journey Through the Heart of Our Electrified World",Phillip F Schewe,"Schewe, Phillip F",,1280844752,9.78128E+12,0,0,Joseph Henry Press,ebook,304,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#607), d-spencer (#132)",read,,,,,,,0
1484674,Where Do We Go From Here?,Doris DÌ_rrie,"DÌ_rrie, Doris",,1582343195,9.78158E+12,0,3.38,Bloomsbury Publishing PLC,Paperback,,,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#608), d-spencer (#133)",read,,,,,,,0
1550940,You're Too Kind: A Brief History of Flattery,Richard Stengel,"Stengel, Richard",,684854910,9.78068E+12,0,3.53,Simon & Schuster,Hardcover,320,2000,1996,,3/2/13,on-our-shelf,on-our-shelf (#606),read,,,,,,,0
129156,The Woman and the Ape,Peter HÌüeg,"HÌüeg, Peter",Barbara Haveland,140268448,9.78014E+12,0,3.32,Penguin Books,Paperback,272,1997,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#605), d-spencer (#131)",read,,,,,,,0
25366,Grotesque,Natsuo Kirino,"Kirino, Natsuo",,1400044944,9.7814E+12,0,3.58,Knopf,Hardcover,480,2007,2003,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#604), d-spencer (#130)",read,,,,,,,0
581732,Exegesis,Astro Teller,"Teller, Astro",,037570051X,9.78038E+12,0,3.39,Vintage,Paperback,240,1997,1997,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#603), d-spencer (#129)",read,,,,,,,0
513756,Life's Little Deconstruction Book: Self-Help for the Post-Hip,Andrew  Boyd,"Boyd, Andrew",,393318702,9.78039E+12,0,3.7,W. W. Norton & Company,Paperback,160,1998,1998,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#602), d-spencer (#128)",read,,,,,,,0
979634,White Trash,Annalee Newitz,"Newitz, Annalee",,415916925,9.78042E+12,0,3.89,Routledge,Paperback,288,1996,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#601), d-spencer (#127)",read,,,,,,,0
153480,Medea,Christa Wolf,"Wolf, Christa",,385518579,9.78039E+12,0,3.76,Nan A. Talese,Paperback,208,1998,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#600), d-spencer (#126)",read,,,,,,,0
16152,"Pussy, King of the Pirates",Kathy Acker,"Acker, Kathy",,080213484X,9.7808E+12,0,3.62,Grove Press,Paperback,288,1996,1996,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#599), d-spencer (#125)",read,,,,,,,0
319480,Eucalyptus,Murray Bail,"Bail, Murray",,156007819,9.78016E+12,0,3.44,Mariner Books,Paperback,264,1999,1998,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#124), on-our-shelf (#598)",read,,,,,,,0
2405176,The Stroke Book,June Biermann,"Biermann, June",Barbara Toohey,1585423742,9.78159E+12,0,4.33,Tarcher,Paperback,256,2005,2005,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#597), d-spencer (#123)",read,,,,,,,0
3192448,The Big Squeeze: Tough Times for the American Worker,Steven Greenhouse,"Greenhouse, Steven",,1400044898,9.7814E+12,0,3.84,Knopf,Hardcover,384,2008,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#596), d-spencer (#122)",read,,,,,,,0
98520,Look Both Ways: Bisexual Politics,Jennifer Baumgardner,"Baumgardner, Jennifer",,374190046,9.78037E+12,0,3.27,Farrar Straus Giroux,Hardcover,244,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#595), d-spencer (#121)",read,,,,,,,0
514563,Misadventures in the 213,Dennis Hensley,"Hensley, Dennis",,688171281,9.78069E+12,0,3.66,Harper Perennial,Paperback,298,1998,1998,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#594), d-spencer (#120)",read,,,,,,,0
670648,A Lie About My Father: A Memoir,John Burnside,"Burnside, John",,1555974678,9.78156E+12,0,4.06,Graywolf Press,Paperback,336,2007,2009,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#592), d-spencer (#118)",read,,,,,,,0
1162487,The 51% Minority: How Women Still Are Not Equal and What You Can Do About It,Lis Wiehl,"Wiehl, Lis",,345469216,9.78035E+12,0,3.84,Ballantine Books,Hardcover,288,2008,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#591), d-spencer (#117)",read,,,,,,,0
1314332,Before I Die,Jenny Downham,"Downham, Jenny",,385613466,9.78039E+12,0,3.86,David Fickling Books,Hardcover,336,2007,2007,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#116), on-our-shelf (#590)",read,,,,,,,0
1252372,Mortarville,Grant Bailie,"Bailie, Grant",,978843118,9.78098E+12,0,4,Ig Publishing,Paperback,225,2008,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#593), d-spencer (#119)",read,,,,,,,0
295794,Born Again,Kelly Kerney,"Kerney, Kelly",,156031450,9.78016E+12,0,3.18,Mariner Books,Paperback,320,2006,2006,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#589), d-spencer (#115)",read,,,,,,,0
546371,Making Time: Essays on the Nature of Los Angeles,William L. Fox,"Fox, William L.",,1593761333,9.78159E+12,0,3.78,Counterpoint,Paperback,176,2006,2006,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#114), on-our-shelf (#588)",read,,,,,,,0
1136810,The Making of Henry,Howard Jacobson,"Jacobson, Howard",,140007861X,9.7814E+12,0,3.21,Anchor,Paperback,352,2004,2004,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#587), d-spencer (#113)",read,,,,,,,0
184926,Amnesiascope,Steve Erickson,"Erickson, Steve",,805053611,9.78081E+12,0,3.84,Owl Books (NY),Paperback,240,1997,1197,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#586), d-spencer (#112)",read,,,,,,,0
659771,Love Falls,Esther Freud,"Freud, Esther",,61349615,9.78006E+12,0,2.96,Harper Perennial,Paperback,304,2007,2007,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#111), on-our-shelf (#585)",read,,,,,,,0
62515,Devotion,Howard Norman,"Norman, Howard",,618735410,9.78062E+12,0,3.31,Houghton Mifflin Harcourt,Hardcover,208,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#584), d-spencer (#110)",read,,,,,,,0
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,1400064287,9.7814E+12,0,3.98,Random House,Hardcover,336,2007,2006,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#583), d-spencer (#109)",read,,,,,,,0
370152,I Am Jackie Chan: My Life in Action,Jackie Chan,"Chan, Jackie",Long Cheng,345429133,9.78035E+12,0,4.06,Ballantine Books,Mass Market Paperback,416,1999,1998,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#108), on-our-shelf (#582)",read,,,,,,,0
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,"Oates, Joyce Carol",,151015317,9.78015E+12,0,3.4,Houghton Mifflin Harcourt,Hardcover,240,2007,2007,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#581), d-spencer (#107)",read,,,,,,,0
9659491,"Idiots, Hypocrites, Demagogues, and More Idiots",Paul Slansky,"Slansky, Paul",,1596919116,9.7816E+12,0,4.33,Bloomsbury Publishing PLC,ebook,240,2008,2008,,3/2/13,"d-spencer, on-our-shelf","d-spencer (#106), on-our-shelf (#580)",read,,,,,,,0
384649,The Exquisite,Laird Hunt,"Hunt, Laird",,1566891876,9.78157E+12,0,3.98,Coffee House Press,Paperback,256,2006,2006,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#579), d-spencer (#105)",read,,,,,,,0
3117035,Life Disrupted: Getting Real About Chronic Illness in Your Twenties and Thirties,Laurie Edwards,"Edwards, Laurie",,802716490,9.7808E+12,0,3.67,Walker & Company,Paperback,288,2008,2008,,3/2/13,"on-our-shelf, d-spencer","on-our-shelf (#578), d-spencer (#104)",read,,,,,,,0
